Arrangement Number,Country Name,Country Code,Arrangement Type,Approval Date,Approval Year,Initial End date,Initial End Year,Duration Of Annual Arrangement From,Duration Of Annual Arrangement To,Program Type,Review Type,Review Sequence,Doc. Num,Facilitycode,Inipgmyr,Fycy,Totalaccess,Precautionary,Purchase,Purchaseschedule,Setaside,Comments,Sort
317,TURKEY                             ,186,SBA  ,12/22/1999,1999,12/21/2002,2002,NULL,NULL,P1,R10,BLANK,EBS/01/192,SRF,1999,CY,15038.4,NULL,Yes,Revised ,NULL,Purchase schedule rephased during the third and forth reviews.  The third review has not been concluded in September 2000 due to a lack of agreement on the amount of fiscal adjustment in 2001. Third review is completed together with the forth review. SRF of SDR 5784 mn approved in addition to initially approved SDR 2892mn.  6/7 combined reviews: an augmentation of three year SBA arrangement by SDR 6362.4 mn totaling to SDR15038.4 mn.,10
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,OldBoardApproval,E,EBS/02/8,NO FACILITY,2002,CY,12821.2,NULL,Yes,Original,NULL,NULL,-1
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,R1,BLANK,EBS/02/61,NO FACILITY,2002,CY,12821.2,NULL,Yes,Original,NULL,NULL,1
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,R2,BLANK,EBS/02/109,NO FACILITY,2002,CY,12821.2,NULL,Yes,Original,NULL,NULL,2
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,R3,BLANK,EBS/02/137,NO FACILITY,2002,CY,12821.2,NULL,Yes,Original,NULL,NULL,3
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,R4,BLANK,EBS/03/47,NO FACILITY,2002,CY,12821.2,NULL,Yes,Revised ,NULL,4th review: the authorities requested a rephasing of the purchases outstanding over the remainder of the program.,4
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,R5,BLANK,EBS/03/111,NO FACILITY,2002,CY,12821.2,NULL,Yes,Revised ,NULL,4th review: the authorities requested a rephasing of the purchases outstanding over the remainder of the program.,5
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,12/31/2004,2004,NULL,NULL,P1,R6,BLANK,EBS/03/148,NO FACILITY,2002,CY,12821.2,NULL,Yes,Revised ,NULL,4th review: the authorities requested a rephasing of the purchases outstanding over the remainder of the program.,6
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,2/3/2005,2005,NULL,NULL,P1,R7,BLANK,EBS/04/50,NO FACILITY,2002,CY,12821.2,NULL,Yes,Revised ,NULL,4th review: the authorities requested a rephasing of the purchases outstanding over the remainder of the program.  7th review:  The Executive Board approved the rephasing of the remaining program reviews and an extension of the arrangement through 2/3/2005 to allow time for the final disbursement under the program.,7
418,TURKEY                             ,186,SBA  ,2/4/2002,2002,2/3/2005,2005,NULL,NULL,P1,R8,L,EBS/04/100,NO FACILITY,2002,CY,12821.2,NULL,Yes,Revised ,NULL,4th review: the authorities requested a rephasing of the purchases outstanding over the remainder of the program.  7th review:  The Executive Board approved the rephasing of the remaining program reviews and an extension of the arrangement through 2/3/2005 to allow time for the final disbursement under the program.,8
62,UGANDA                             ,746,ESAF ,9/6/1994,1994,9/6/1997,1997,9/6/1994,9/6/1995,P1,OldBoardApproval,E,EBS /94/157,NO FACILITY,1995,FY,120.51,NULL,Yes,Original,NULL,NULL,-1
62,UGANDA                             ,746,ESAF ,9/6/1994,1994,6/30/1997,1997,7/1/1994,6/30/1995,P1,OC  ,L,EBS /95/173,NO FACILITY,1995,FY,33.5,NULL,Yes,Original,NULL,NULL,0
62,UGANDA                             ,746,ESAF ,9/6/1994,1994,6/30/1997,1997,7/1/1994,6/30/1995,P1,R1,BLANK,EBS /95/62,NO FACILITY,1995,FY,33.5,NULL,Yes,Original,NULL,All data: FY July-June with year ending in June. t=1994/95,1
148,UGANDA                             ,746,ESAF ,9/6/1994,1994,9/5/1997,1997,11/29/1995,11/28/1996,P2,OldBoardApproval,E,EBS /95/173,NO FACILITY,1996,FY,120.51,NULL,Yes,Original,NULL,"National accounts data revised in December 1994, data 1994/95 onwards are based on new series.",-1
148,UGANDA                             ,746,ESAF ,9/6/1994,1994,9/5/1997,1997,11/29/1995,11/28/1996,P2,R1,L,EBS /96/ 61,NO FACILITY,1996,FY,120.51,NULL,Yes,Original,NULL,"National accts data revised in Dec. 1994, data 1994/95 onwards are based on new series. Fiscal and BOP data for 1995/96 based on new series compared with original program (P2) which incorporate revised estimates of project inflows and associated imports.",1
191,UGANDA                             ,746,ESAF ,9/6/1994,1994,9/5/1997,1997,11/18/1996,11/17/1997,P3,OldBoardApproval,E,EBS//96/170,NO FACILITY,1997,FY,120.51,NULL,Yes,Original,NULL,NULL,-1
191,UGANDA                             ,746,ESAF ,9/6/1994,1994,11/17/1997,1997,11/18/1996,11/17/1997,P3,OC  ,L,EBS/97/191,NO FACILITY,1997,FY,120.51,NULL,Yes,Original,NULL,NULL,0
191,UGANDA                             ,746,ESAF ,9/6/1994,1994,11/17/1997,1997,11/18/1996,11/17/1997,P3,R1,BLANK,EBS/97/67,NO FACILITY,1997,FY,120.51,NULL,Yes,Original,NULL,NULL,1
234,UGANDA                             ,746,ESAF ,11/10/1997,1997,11/9/2000,2000,11/10/1997,11/9/1998,P1,OldBoardApproval,E,EBS/97/191,NO FACILITY,1998,FY,100.425,NULL,Yes,Original,NULL,This ESAF follows the three-year ESAF for the period 9/6/94-11/17/97.,-1
234,UGANDA                             ,746,ESAF ,11/10/1997,1997,11/9/2000,2000,11/10/1997,11/9/1998,P1,R1,L,EBS/98/58,NO FACILITY,1998,FY,100.425,NULL,Yes,Original,NULL,This ESAF follows the three-year ESAF for the period 9/6/94-11/17/97.,1
278,UGANDA                             ,746,ESAF ,11/10/1997,1997,11/9/2000,2000,11/11/1998,11/10/1999,P2,OldBoardApproval,E,EBS/98/183,NO FACILITY,1999,FY,100.425,NULL,Yes,Original,NULL,NULL,-1
278,UGANDA                             ,746,ESAF ,11/10/1997,1997,11/9/2000,2000,11/11/1998,11/10/1999,P2,R1,L,EBS/99/149,NO FACILITY,1999,FY,100.425,NULL,Yes,Original,NULL, ,1
319,UGANDA                             ,746,ESAF ,11/10/1997,1997,11/9/2000,2000,12/10/1999,12/9/2000,P3,OldBoardApproval,E,EBS/99/212,NO FACILITY,2000,FY,100.425,NULL,Yes,Revised ,NULL,NULL,-1
319,UGANDA                             ,746,ESAF ,11/10/1997,1997,3/31/2001,2001,NULL,NULL,P3,R1,BLANK,EBS/00/176,NO FACILITY,2000,FY,100.425,NULL,Yes,Revised ,NULL, ,1
319,UGANDA                             ,746,ESAF ,11/10/1997,1997,3/31/2001,2001,NULL,NULL,P3,R2,L,EBS/01/33,NO FACILITY,2000,FY,100.425,NULL,Yes,Revised ,NULL,NULL,2
95,UKRAINE                            ,926,SBA  ,4/7/1995,1995,4/6/1996,1996,4/7/1995,4/6/1996,P1,OldBoardApproval,E,EBS /95/ 27,STF,1995,CY,997.3,NULL,Yes,Original,NULL,Upon Board approval also made second purchase under STF of SDR 249.325 mn.,-1
95,UKRAINE                            ,926,SBA  ,4/7/1995,1995,4/6/1996,1996,NULL,NULL,P1,OC  ,L,EBS/96/156,STF,1995,CY,997.3,NULL,Yes,Original,NULL,Upon Board approval a 2nd purchase made under STF of SDR 249.325.  Three purchases made under this program. 3rd review not completed because a number of performance criteria not observed.  Arrangement was replaced on 5/10/96 by another stand-by.,0
95,UKRAINE                            ,926,SBA  ,4/7/1995,1995,4/6/1996,1996,4/7/1995,4/6/1996,P1,R1,BLANK,EBS /95/ 85,STF,1995,CY,997.3,NULL,Yes,Original,NULL,Upon Board approval also made second purchase under STF of SDR 249.325 mn.,1
95,UKRAINE                            ,926,SBA  ,4/7/1995,1995,4/6/1996,1996,NULL,NULL,P1,R2,BLANK,EBS /96/156,STF,1995,CY,997.3,NULL,Yes,Original,NULL,Upon Board approval also made 2nd purchase under STA of SDR 249.325.,2
185,UKRAINE                            ,926,SBA  ,5/10/1996,1996,2/9/1997,1997,NULL,NULL,P1,OldBoardApproval,E,EBS//96//67,NO FACILITY,1996,CY,598.2,NULL,Yes,Original,NULL,"At time of Board approval, it was proposed that purchases during the period of the SBA take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a bi-monthly basis.",-1
185,UKRAINE                            ,926,SBA  ,5/10/1996,1996,2/23/1997,1997,NULL,NULL,P1,OC  ,L,EBS/97/144,NO FACILITY,1996,CY,598.2,NULL,Yes,Original,NULL,"At time of Board approval, it was proposed that purchases during the period of the SBA take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a bi-monthly basis. The stand-by was followed by another stand-by on 8/25/97.",0
185,UKRAINE                            ,926,SBA  ,5/10/1996,1996,2/9/1997,1997,NULL,NULL,P1,R1,BLANK,EBS//96/118,NO FACILITY,1996,CY,598.2,NULL,Yes,Original,NULL,"At time of Board approval, it was proposed that purchases during the period of the SBA take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a bi-monthly basis.",1
185,UKRAINE                            ,926,SBA  ,5/10/1996,1996,2/9/1997,1997,NULL,NULL,P1,R2,BLANK,EBS//96/146,NO FACILITY,1996,CY,598.2,NULL,Yes,Original,NULL,"At time of Board approval, it was proposed that purchases during the period of the SBA take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a bi-monthly basis.",2
185,UKRAINE                            ,926,SBA  ,5/10/1996,1996,2/9/1997,1997,NULL,NULL,P1,R3,BLANK,EBS/96/192,NO FACILITY,1996,CY,598.2,NULL,Yes,Original,NULL,"At time of Board approval, it was proposed that purchases during the period of the SBA take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a bi-monthly basis.",3
273,UKRAINE                            ,926,SBA  ,8/25/1997,1997,8/24/1998,1998,NULL,NULL,P1,OldBoardApproval,E,EBS/97/144,NO FACILITY,1997,CY,398.92,NULL,Yes,Original,NULL,"At time of Board approval,  purchases during the period of the SBA were to take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a quarterly basis.",-1
273,UKRAINE                            ,926,SBA  ,8/25/1997,1997,8/24/1998,1998,NULL,NULL,P1,OC  ,L,EBS/98/144,NO FACILITY,1997,CY,398.92,NULL,Yes,Revised ,NULL,"Purchases rephased at 1st review as 8/97 and 9/97 performance criterion on budget deficit exceeded. Program went off track in 1998 (excess govt spending, lags on str. reforms, adverse int. K developments, political turbulence). Total of 4 purchases made (181.3) before program lapsed. Replaced by EFF on 9/4/98.",0
273,UKRAINE                            ,926,SBA  ,8/25/1997,1997,8/24/1998,1998,NULL,NULL,P1,R1,BLANK,EBS/97/206,NO FACILITY,1997,CY,398.92,NULL,Yes,Revised ,NULL,"At time of Board approval,  purchases during the period of the SBA were to take place on a monthly basis, and that each purchase be subject to compliance with the monthly performance criteria, with program reviews to be held on a quarterly basis.Purchases rephased at 1st review as 8/97 and 9/97 performance criterion on budget deficit exceeded.",1
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/3/2001,2001,NULL,NULL,P1,OldBoardApproval,E,EBS/98/144,NO FACILITY,1998,CY,1645.55,NULL,Yes,Original,NULL,The EFF followed a Stand-By (8/25/97). EFF purchases set only through 11/99 (648.27 mn SDR).,-1
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/3/2001,2001,NULL,NULL,P1,R1,BLANK,EBS/99/42,NO FACILITY,1998,CY,1645.55,NULL,Yes,Revised ,NULL,"The EFF followed a Stand-By (8/25/97). EFF purchases set only through 11/99 (648.27 mn SDR).  Purchases tied to 10/98 and 11/98 performance criteria made available after 1st review due to delay in its completion. Delayed purchases related to 12/98, 1/99, 2/99 performance criteria rephased.",1
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/3/2001,2001,NULL,NULL,P1,R2,BLANK,EBS/99/79,NO FACILITY,1998,CY,1919.95,NULL,Yes,Revised ,NULL,"EFF followed an SBA (8/25/97). Purchases set thru 11/99 (648.27 mn SDR).  Purchases tied to 10/98 and 11/98 perf. crit. made available after 1st review (delayed). Delayed purchases related to 12/98, 1/99, 2/99 performance criteria rephased. 2nd rev: access increased by SDR 274.4 from 1645.55 and rephased.",2
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/3/2001,2001,NULL,NULL,P1,R3,BLANK,EBS/99/170,NO FACILITY,1998,CY,1919.95,NULL,Yes,Revised ,NULL,"EFF followed an SBA (8/25/97). Purchases set thru 11/99 (648.27 mn SDR).  Purchases tied to 10/98 and 11/98 perf. crit. made available after 1st review (delayed). Delayed purchases related to 12/98, 1/99, 2/99 performance criteria rephased. 2nd rev: access increased by SDR 274.4 from 1645.55 and rephased. 6th purchase could not be made because of nonobservance of 6/99 perf. crit. on state cash revenue & communal service tariffs.",3
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/3/2001,2001,NULL,NULL,P1,R4,BLANK,EBS/00/252,NO FACILITY,1998,CY,1919.95,NULL,Yes,Revised ,NULL,"EFF followed an SBA (8/25/97).  Purchases set thru 11/99 (648.27 mn SDR).  Purchases tied to 10/98 and 11/98 perf. crit. made available after 1st review (delayed).  Delayed purchases related to 12/98, 1/99, 2/99 perf. crit. rephased.  2nd review: access increased by SDR 274.4 from 1645.55 and rephased.  6th purchase could not be made because of non-observance of  6/99 perf. crit. on state cash revenue & communal service tariffs.  An eighth purchase could not be made due to the non-observance of one structural perf. crit. at mid-September '99, and 5 quantitative perf. crit. at end-December '99.  The authorities requested an extension of the arrangement and a rephasing of the remaining purchases.",4
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/30/2002,2002,NULL,NULL,P1,R5,BLANK,EBS/01/152,NO FACILITY,2001,CY,1919.95,NULL,Yes,Revised ,NULL,"EFF followed an SBA (8/25/97).  Purchases set thru 11/99 (648.27 mn SDR).  Purchases tied to 10/98 and 11/98 perf. crit. made available after 1st review (delayed).  Delayed purchases related to 12/98, 1/99, 2/99 perf. crit. rephased.  2nd review: access increased by SDR 274.4 from 1645.55 and rephased.  6th purchase could not be made because of non-observance of  6/99 perf. crit. on state cash revenue & communal service tariffs.  An eighth purchase could not be made due to the non-observance of one structural perf. crit. at mid-September '99, and 5 quantitative perf. crit. at end-December '99.  The authorities requested an extension of the arrangement and a rephasing of the remaining purchases. A rephasing of the purchases took place due to delay of combined 5th and 6th reviews.",5
274,UKRAINE                            ,926,EFF  ,9/4/1998,1998,9/30/2002,2002,NULL,NULL,P1,R6,L,EBS/01/152,NO FACILITY,2001,CY,1919.95,NULL,Yes,Revised ,NULL,"EFF followed an SBA (8/25/97).  Purchases set thru 11/99 (648.27 mn SDR).  Purchases tied to 10/98 and 11/98 perf. crit. made available after 1st review (delayed).  Delayed purchases related to 12/98, 1/99, 2/99 perf. crit. rephased.  2nd review: access increased by SDR 274.4 from 1645.55 and rephased.  6th purchase could not be made because of non-observance of  6/99 perf. crit. on state cash revenue & communal service tariffs.  An eighth purchase could not be made due to the non-observance of one structural perf. crit. at mid-September '99, and 5 quantitative perf. crit. at end-December '99.  The authorities requested an extension of the arrangement and a rephasing of the remaining purchases. A rephasing of the purchases took place due to delay of combined 5th and 6th reviews.",6
188,URUGUAY                            ,298,SBA  ,3/7/1996,1996,4/6/1997,1997,NULL,NULL,P1,OldBoardApproval,E,EBS//96//20,NO FACILITY,1996,CY,100,NULL,No ,Original,NULL,This precautionary program was preceded by a staff-monitored program for 3/95-3/96.,-1
188,URUGUAY                            ,298,SBA  ,3/7/1996,1996,4/6/1997,1997,NULL,NULL,P1,OC  ,L,EBS/97/88,NO FACILITY,1996,CY,100,NULL,No ,Original,NULL,This precautionary program was preceded by a staff-monitored program for 3/95-3/96.,0
188,URUGUAY                            ,298,SBA  ,3/7/1996,1996,4/6/1997,1997,NULL,NULL,P1,R1,BLANK,EBS//96/115,NO FACILITY,1996,CY,100,NULL,No ,Original,NULL,This precautionary program was preceded by a staff-monitored program for 3/95-3/96.,1
225,URUGUAY                            ,298,SBA  ,6/20/1997,1997,3/19/1999,1999,NULL,NULL,P1,OldBoardApproval,E,EBS/97/88,NO FACILITY,1997,CY,125,NULL,No ,Original,NULL,NULL,-1
225,URUGUAY                            ,298,SBA  ,6/20/1997,1997,3/19/1999,1999,NULL,NULL,P1,OC  ,L,EBS/99/40,NO FACILITY,1997,CY,125,NULL,No ,Original,NULL,"Although the arrangement was precautionary, a purchase of SDR 114.2 mn was made on 11/30/98.  The Stand-by was replaced by another Stand-by on 3/29/99.",0
225,URUGUAY                            ,298,SBA  ,6/20/1997,1997,3/19/1999,1999,NULL,NULL,P1,R1,BLANK,EBS/98/31,NO FACILITY,1997,CY,125,NULL,No ,Original,NULL,NULL,1
225,URUGUAY                            ,298,SBA  ,6/20/1997,1997,3/19/1999,1999,NULL,NULL,P1,R2,BLANK,EBS/98/128,NO FACILITY,1997,CY,125,NULL,No ,Original,NULL,NULL,2
292,URUGUAY                            ,298,SBA  ,3/29/1999,1999,3/28/2000,2000,NULL,NULL,P1,OldBoardApproval,E,EBS/99/40,NO FACILITY,1999,CY,70,NULL,No ,Original,NULL,This arrangement follows a previous Stand-by (6/20/97).,-1
292,URUGUAY                            ,298,SBA  ,3/29/1999,1999,3/28/2000,2000,NULL,NULL,P1,OC  ,L,EBS/00/76,NO FACILITY,1999,CY,70,NULL,No ,Original,NULL,This arrangement follows a previous Stand-by (6/20/97).,0
292,URUGUAY                            ,298,SBA  ,3/29/1999,1999,3/28/2000,2000,NULL,NULL,P1,R1,BLANK,EBS/99/117,NO FACILITY,1999,CY,70,NULL,No ,Original,NULL,This arrangement follows a previous Stand-by (6/20/97).,1
339,URUGUAY                            ,298,SBA  ,5/31/2000,2000,3/31/2002,2002,NULL,NULL,P1,OldBoardApproval,E,EBS/00/76,NO FACILITY,2000,CY,150,NULL,No ,Original,NULL,NULL,-1
339,URUGUAY                            ,298,SBA  ,5/31/2000,2000,3/31/2002,2002,NULL,NULL,P1,R1,BLANK,EBS/01/17,NO FACILITY,2000,CY,150,NULL,No ,Original,NULL,NULL,1
339,URUGUAY                            ,298,SBA  ,5/31/2000,2000,3/31/2002,2002,NULL,NULL,P1,R2,BLANK,EBS/01/164,NO FACILITY,2000,CY,150,NULL,No ,Original,NULL,Precautionary arrangement. Second review delayed reflecting regional uncertainties and lack of data.,2
339,URUGUAY                            ,298,SBA  ,5/31/2000,2000,3/31/2002,2002,NULL,NULL,P1,R3,L,EBS/02/46,NO FACILITY,2000,CY,150,NULL,Yes,Original,NULL,Authorities intend to request disbursement of the purchases accumulated upon approval of review.,3
394,URUGUAY                            ,298,SBA  ,3/25/2002,2002,3/25/2004,2004,NULL,NULL,P1,OldBoardApproval,E,EBS/02/46,NO FACILITY,2002,CY,594.1,NULL,Yes,Original,NULL,NULL,-1
394,URUGUAY                            ,298,SBA  ,3/25/2002,2002,3/25/2004,2004,NULL,NULL,P1,R1,BLANK,EBS/02/141,NO FACILITY,2002,CY,2130,NULL,Yes,Revised ,NULL,"Original SBA credit of SDR 594.1 million was augmented by SDR 1.16 billion to SDR 1.75 billion on June 25, 2002.  The new total IMF commitment with Uruguay under the Stand-by amounts to SDR 2.13 billion.  At the time of first review (8/2/02), a further augmentation in an amount equivalent to SDR 376 million was approved.",1
394,URUGUAY                            ,298,SBA  ,3/25/2002,2002,3/31/2005,2005,NULL,NULL,P1,R2,BLANK,EBS/03/27,NO FACILITY,2002,CY,2130,NULL,Yes,Revised ,NULL,"Original SBA credit of SDR 594.1 million was augmented by SDR 1.16 billion to SDR 1.75 billion on June 25, 2002.  The new total IMF commitment with Uruguay under the Stand-by amounts to SDR 2.13 billion.  At the time of first review (8/2/02), a further augmentation in an amount equivalent to SDR 376 million was approved.  At time of second review, the Executive Board approved a one-year extension through end-March 2005, and rephased projected disbursements over the extension period.",2
394,URUGUAY                            ,298,SBA  ,3/25/2002,2002,3/31/2005,2005,NULL,NULL,P1,R3,BLANK,EBS/03/93,NO FACILITY,2002,CY,2130,NULL,Yes,Revised ,NULL,"Original SBA credit of SDR 594.1 million was augmented by SDR 1.16 billion to SDR 1.75 billion on June 25, 2002.  The new total IMF commitment with Uruguay under the Stand-by amounts to SDR 2.13 billion.  At the time of first review (8/2/02), a further augmentation in an amount equivalent to SDR 376 million was approved.  At time of second review, the Executive Board approved a one-year extension through end-March 2005, and rephased projected disbursements over the extension period.",3
394,URUGUAY                            ,298,SBA  ,3/25/2002,2002,3/31/2005,2005,NULL,NULL,P1,R4,BLANK,EBS/04/17,NO FACILITY,2002,CY,2130,NULL,Yes,Revised ,NULL,"Original SBA credit of SDR 594.1 million was augmented by SDR 1.16 billion to SDR 1.75 billion on June 25, 2002.  The new total IMF commitment with Uruguay under the Stand-by amounts to SDR 2.13 billion.  At the time of first review (8/2/02), a further augmentation in an amount equivalent to SDR 376 million was approved.  At time of second review, the Executive Board approved a one-year extension through end-March 2005, and rephased projected disbursements over the extension period.",4
394,URUGUAY                            ,298,SBA  ,3/25/2002,2002,3/31/2005,2005,NULL,NULL,P1,R5,L,EBS/04/123,NO FACILITY,2002,CY,2130,NULL,Yes,Revised ,NULL,"Original SBA credit of SDR 594.1 million was augmented by SDR 1.16 billion to SDR 1.75 billion on June 25, 2002.  The new total IMF commitment with Uruguay under the Stand-by amounts to SDR 2.13 billion.  At the time of first review (8/2/02), a further augmentation in an amount equivalent to SDR 376 million was approved.  At time of second review, the Executive Board approved a one-year extension through end-March 2005, and rephased projected disbursements over the extension period.  At 5th review, Uruguay requested that due to improvement in economic outlook and external position, the remaining access under the SBA be reduced by SDR 139.8 million.",5
187,UZBEKISTAN                         ,927,SBA  ,12/18/1995,1995,3/17/1997,1997,NULL,NULL,P1,OldBoardApproval,E,EBS//95/191,STF,1996,CY,124.7,NULL,Yes,Original,NULL,NULL,-1
187,UZBEKISTAN                         ,927,SBA  ,12/18/1995,1995,3/17/1997,1997,NULL,NULL,P1,OC  ,BLANK,EBS/96/139,NO FACILITY,1996,CY,124.7,NULL,Yes,Original,NULL,"Waivers granted 6/26/96 for nonobservance of performance criteria for 12/95 and 3/96 NDA targets, net credit to government for 3/96 and intensification of  restrictions on current transactions.",0
187,UZBEKISTAN                         ,927,SBA  ,12/18/1995,1995,3/17/1997,1997,NULL,NULL,P1,R1,BLANK,EBS//96//88,STF,1996,CY,124.7,NULL,Yes,Original,NULL,"Waivers granted 6/26/96 for nonobservance of pc's for NDA for 12/95 & 3/96, net credit to govt for 3/96, and intensification of restrictions on current transactions.",1
187,UZBEKISTAN                         ,927,SBA  ,12/18/1995,1995,3/17/1997,1997,NULL,NULL,P1,R2,L,EBS/96/139,NO FACILITY,1996,CY,124.7,NULL,Yes,Original,NULL,"Waivers granted 6/26/96 for nonobservance of performance criteria for 12/95 and 3/96 NDA targets, net credit to government for 3/96 and intensification of  restrictions on current transactions.",2
217,VENEZUELA                          ,299,SBA  ,7/12/1996,1996,7/11/1997,1997,NULL,NULL,P1,OldBoardApproval,E,EBS/96/108,NO FACILITY,1996,CY,975.65,NULL,Yes,Original,NULL,NULL,-1
217,VENEZUELA                          ,299,SBA  ,7/12/1996,1996,7/11/1997,1997,NULL,NULL,P1,OC  ,L,EBS/98/115,NO FACILITY,1996,CY,975.65,NULL,No ,Original,NULL,"Although 1st review was concluded, authorities did not request a 2nd purchase because of strong BOP position from an oil windfall in 1996. This created pressure on public expenditure and the program went off track in early 1997. Program expired without another review or purchase.",0
217,VENEZUELA                          ,299,SBA  ,7/12/1996,1996,7/11/1997,1997,NULL,NULL,P1,R1,BLANK,EBS/96/162,NO FACILITY,1996,CY,975.65,NULL,Yes,Original,NULL,"Although 1st review was concluded, authorities did not request a 2nd purchase because of strong BOP position. Remaining purchases were not expected to be made.",1
26,VIETNAM                            ,582,SBA  ,10/6/1993,1993,10/5/1994,1994,10/6/1993,10/5/1994,P1,OldBoardApproval,E,EBS/93/154,STF,1993,CY,145,NULL,Yes,Original,NULL,NULL,-1
26,VIETNAM                            ,582,SBA  ,10/6/1993,1993,12/31/1994,1994,10/6/1993,12/31/1994,P1,R1,L,EBS /94/105,STF,1993,CY,145,NULL,Yes,Revised ,NULL,"Becos policy slipp. late 93, several end-93 pcs missed,+nd for waivers of 3/31/94 pcs to complete 1st rev.; auth. didn't make 2nd+3rd purch. Instd. made 2nd purch., ext. SBA to end-94,+rephased purchases.  Program cancelled 11/11/94 for new ESAF program.",1
166,VIETNAM                            ,582,ESAF ,11/11/1994,1994,11/10/1997,1997,11/11/1994,11/10/1995,P1,OldBoardApproval,E,EBS /94/209,NO FACILITY,1994,CY,362.4,NULL,Yes,Original,NULL,NULL,-1
166,VIETNAM                            ,582,ESAF ,11/11/1994,1994,11/10/1997,1997,10/1/1994,9/30/1995,P1,R1,L,EBS /95/115,NO FACILITY,1994,CY,362.4,NULL,Yes,Original,NULL,NULL,1
205,VIETNAM                            ,582,ESAF ,11/11/1994,1994,11/10/1997,1997,3/1/1996,2/28/1997,P2,OldBoardApproval,E,EBS/96/17,NO FACILITY,1996,CY,362.4,NULL,Yes,Revised ,NULL,"Break in BOP data b/t 1994 and 1995. 1995 figures incorporate newly available trade data based on customs reports; most current and capital account figures were revised upward. Beginning with end-1995 data, monetary survey based on broader coverage of banks.",-1
205,VIETNAM                            ,582,ESAF ,11/11/1994,1994,11/10/1997,1997,3/1/1996,2/28/1997,P2,R1,L,EBS/96/123,NO FACILITY,1996,CY,362.4,NULL,Yes,Revised ,NULL,"All 6/96 performance criteria were except for the one on international reserves which was waived, as were structural performance criteria on issuance of forex guidelines and timely issuance (done as prior action) of implementing regualtions for state enterprise law.",1
368,VIETNAM                            ,582,PRGF ,4/13/2001,2001,4/12/2004,2004,NULL,NULL,P1,OldBoardApproval,E,EBS/01/43,NO FACILITY,2001,CY,290,NULL,Yes,Original,NULL,NULL,-1
368,VIETNAM                            ,582,PRGF ,4/13/2001,2001,4/12/2004,2004,NULL,NULL,P1,R1,BLANK,EBS/01/184,NO FACILITY,2001,CY,290,NULL,Yes,Original,NULL,NULL,1
368,VIETNAM                            ,582,PRGF ,4/13/2001,2001,4/12/2004,2004,NULL,NULL,P1,R2,L,EBS/02/101,NO FACILITY,2001,CY,290,NULL,Yes,Original,NULL,NULL,2
190,YEMEN                              ,474,SBA  ,3/20/1996,1996,6/19/1997,1997,NULL,NULL,P1,OldBoardApproval,E,EBS//96//38,NO FACILITY,1996,CY,132.4,NULL,Yes,Original,NULL,NULL,-1
190,YEMEN                              ,474,SBA  ,3/20/1996,1996,6/19/1997,1997,NULL,NULL,P1,OC  ,L,EBS/97/172,NO FACILITY,1996,CY,132.4,NULL,Yes,Original,NULL,All purchases were made on schedule.  Program was followed by an EFF/ESAF approved on 10/29/97.,0
190,YEMEN                              ,474,SBA  ,3/20/1996,1996,6/19/1997,1997,NULL,NULL,P1,R1,BLANK,EBS//96/106,NO FACILITY,1996,CY,132.4,NULL,Yes,Original,NULL,NULL,1
190,YEMEN                              ,474,SBA  ,3/20/1996,1996,6/19/1997,1997,NULL,NULL,P1,R2,BLANK,EBS/97/54,NO FACILITY,1996,CY,132.4,NULL,Yes,Original,NULL,NULL,2
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2000,2000,NULL,NULL,P1,OldBoardApproval,E,EBS/97/172,NO FACILITY,1997,CY,105.9,NULL,Yes,Original,NULL,NULL,-1
